trending_date,channel_title,category_id,views,likes,dislikes,comment_count
17.28.11,ConnorFranta,22,210065,23366,338,1075
17.28.11,Saturday Night Live,24,3383838,63060,3779,7123
17.28.11,Alex Gilbert,22,270597,3747,77,244
17.28.11,flirppy242,10,26830,79,1,8
17.28.11,Colleen Vlogs,23,139393,8735,181,1061
17.28.11,Royal Academy of Arts,24,17716,49,2,2
17.28.11,NBA,17,28091,1614,44,260
17.28.11,Billboard,10,2623238,119787,1975,10218
17.28.11,How to DAD,22,159384,4667,187,281
17.29.11,shane,23,2425655,231276,2884,24449
17.29.11,Screen Junkies,1,1080388,42665,597,4351
17.29.11,CinemaSins,1,1054285,28682,1835,4709
17.29.11,20th Century Fox,1,868892,15406,849,1667
17.29.11,Red Bull,17,528664,9387,140,727
17.29.11,jacksfilms,23,1206939,76553,1828,51916
17.29.11,REACT,24,1017187,28060,950,3883
17.29.11,The White House,25,1001367,24300,18620,15386
17.29.11,The Voice,24,133374,5394,154,562
17.29.11,vlogbrothers,22,145601,7955,149,1318
17.29.11,Munchies,24,399646,13557,295,1326
17.29.11,Cracked,23,203615,6669,136,449
17.29.11,Variety,24,108786,697,1479,703
17.29.11,Tyler Oakley,24,148406,15765,115,1175
17.29.11,TheEllenShow,24,774304,73791,627,6770
17.29.11,Smosh,23,1030918,29428,6882,3672
17.29.11,Good Morning America,24,206135,3653,125,772
17.29.11,KaneBrownVEVO,10,149677,5796,227,249
17.29.11,How To Cake It,26,317866,16780,184,1699
17.29.11,Molly Burke,22,129360,5214,108,516
17.29.11,Rosanna Pansino,26,309795,20227,134,3475
17.29.11,Watch What Happens Live with Andy Cohen,24,35467,227,8,48
17.29.11,William Osman,28,164406,8780,127,2127
17.29.11,The Tonight Show Starring Jimmy Fallon,23,30244,2178,41,213
17.29.11,Ellie and Jared,22,745358,47231,1621,12431
17.29.11,Grandpa Kitchen,26,110091,8665,136,1201
17.29.11,ElleOfTheMills,24,770606,124566,1962,18534
17.29.11,Vogue,24,151767,8473,63,573
17.29.11,The View,24,398069,2404,1628,2131
17.29.11,CNN,25,146051,1135,640,1064
17.29.11,NFL,17,542637,4428,231,1364
17.29.11,PitbullVEVO,10,2740505,141556,7351,12871
17.29.11,BBC News,25,643196,5173,546,2284
17.29.11,Mike Boyd,24,208877,18480,79,1649
17.29.11,Simon's Cat,15,117411,5630,119,328
17.29.11,Pitch Perfect,24,2911703,53550,2902,3180
17.29.11,Doug DeMuro,2,1149806,26710,838,7167
17.29.11,PTXofficial,10,1484393,82721,2311,8984
17.29.11,AnthonyPadilla,23,260952,20770,389,1959
17.29.11,DamonAndJo,23,32839,2718,32,234
17.29.11,Wassabi Productions,24,388115,23430,404,9644
17.29.11,TODAY,25,204915,1179,421,1025
17.29.11,Just Between Us,23,145093,5060,373,627
17.29.11,Vox,25,695072,18723,2365,4784
17.29.11,Tom Scott,27,461364,21186,249,1275
17.29.11,Clevver News,24,21644,478,42,534
17.29.11,Unbox Therapy,28,4090835,185546,15786,47894
17.29.11,Darren Criss,10,31034,4612,12,1330
17.29.11,Marques Brownlee,28,1067141,130253,869,33693
17.29.11,ViralHog,15,119099,1785,44,178
17.29.11,Hannah Stocking,23,1089816,49594,1178,1672
17.29.11,ImagineDragonsVEVO,10,400308,26580,254,1457
17.29.11,Rudy Mancuso,23,1375421,118448,1027,5815
17.29.11,ANDREW HUANG,10,56596,3854,25,1426
17.29.11,The Verge,28,75780,2932,147,340
17.29.11,The Real Daytime,24,211966,3892,168,479
17.29.11,MiguelVEVO,10,383694,20241,167,1349
17.29.11,Technomanila,24,34823,131,88,486
17.29.11,Sara Dietschy,1,43358,2031,125,375
17.29.11,Netflix,24,486240,7073,174,637
17.29.11,Steve TV Show,24,27646,338,81,60
17.29.11,IISuperwomanII,23,723025,77224,425,5726
17.29.11,Great Big Story,17,135307,4957,61,507
17.29.11,WIRED,28,46190,2148,101,379
17.29.11,JerryRigEverything,26,565235,21693,600,3779
17.29.11,Warner Bros. Pictures,24,28285,1215,41,136
17.29.11,The Scran Line,26,43885,2210,71,274
17.29.11,legofreedom1,10,8116,260,0,45
17.29.11,Loudwire,10,14645,536,17,199
17.29.11,Guardian News,25,502800,992,392,263
17.29.11,ElectroBOOM,28,277199,17841,225,1577
17.29.11,The Deal Guy,28,143406,4288,431,3713
17.29.11,H&M,24,122522,2118,95,0
17.29.11,SiriusXM,25,12751,134,1,9
17.29.11,Apple Support,28,25980,186,10,21
17.29.11,The X Factor UK,24,596697,20162,158,0
17.29.11,Cam'ron,10,785562,7272,2215,4899
17.29.11,HQVideoDude,10,60828,4838,16,207
17.29.11,Teen Vogue,25,9136,797,83,163
17.29.11,Casually Explained,23,2518771,109355,3648,6389
17.29.11,CFL Insider,17,44641,379,28,284
17.29.11,JonTronShow,23,3216259,210529,4366,25719
17.29.11,NZPoliceRecruitment,25,495317,12044,423,421
17.29.11,Dorkly,23,1245020,37740,1399,3696
17.29.11,clothesencounters,26,399085,15673,278,946
17.29.11,Miss Universe,24,679906,4000,382,1279
17.29.11,BuzzFeed Nifty,26,289814,2309,2211,499
17.29.11,West Midlands Police,25,505104,378,115,0
17.29.11,BuzzFeedVideo,22,792614,19389,1578,2350
17.29.11,ThreadBanger,26,1295711,88152,1057,7988
17.29.11,Refinery29,26,24907,611,42,98
17.29.11,Markiplier,23,674916,39814,521,1859
17.29.11,Marvel Entertainment,24,537443,10577,341,1971
17.29.11,FOX Sports,17,161364,1017,103,413
17.29.11,Lame Videos,23,849971,12426,1261,1854
17.29.11,CollegeHumor,23,723099,25269,826,2047
17.29.11,grav3yardgirl,26,383708,14197,790,1530
17.29.11,Hevesh5,24,181255,2326,357,257
17.29.11,Funny Or Die,23,26849,596,62,64
17.29.11,Bethany Mota,26,1203727,71430,1157,48894
17.29.11,RAP DAILY,10,1148502,16610,3609,7776
17.29.11,Laura in the Kitchen,26,141099,4954,163,229
17.29.11,Lucy Moon,22,37876,2724,31,276
17.29.11,Thomas Sanders,23,275565,27858,245,6770
17.29.11,The Grand Tour,24,1002427,22013,277,1442
17.29.11,Simply Nailogical,24,1640383,131420,513,23631
17.29.11,Applied Science,28,72485,4714,41,547
17.29.11,Lele Pons,23,5446525,217378,8148,13665
17.29.11,Why Don't We,10,626351,80859,381,11513
17.29.11,CS Dojo,27,144876,6700,132,722
17.29.11,Simone Giertz,2,609732,23333,795,2501
17.29.11,INSIDER,26,264187,5380,330,398
17.29.11,ibighit,10,30583293,2611250,43899,529881
17.29.11,Ingrid Nilsen,26,117408,3983,451,485
17.29.11,AmazingPhil,26,1975692,279817,1745,43716
17.29.11,AFP news agency,25,3906,19,3,0
17.29.11,ELLEUKTV,26,615722,8184,754,1910
17.29.11,Butch Hartman,1,141606,4926,231,644
17.29.11,geicocaveman2012,24,176871,634,26,72
17.29.11,Maker's Box,28,8219,42,1,3
17.29.11,WWE,17,738609,19174,959,3050
17.29.11,OK Go,10,6969128,82815,4500,5516
17.29.11,Tina Nguyen,27,21762,108,312,203
17.29.11,Late Night with Seth Meyers,23,415263,4192,474,631
17.29.11,Anew Start,23,403056,4416,135,688
17.29.11,Atlantic Records,10,3202879,110088,1728,3623
17.29.11,shurap,28,72514,2847,35,270
17.29.11,The King of Random,27,627448,13041,11259,3141
17.29.11,I Like To Make Stuff,26,1005923,24881,496,1253
17.29.11,AmandaMoor & Craft Ideas,22,18133,311,48,14
17.29.11,CalumScottVEVO,10,1196193,66772,299,1620
17.29.11,Adult Swim,24,5892743,146878,5914,17857
17.29.11,Liam Gallagher,22,219160,10070,111,1046
17.29.11,Plasma Channel,28,6565,194,8,68
17.29.11,Unique Vibes,10,25886,343,29,45
17.29.11,SupremeSounds,10,443055,13421,116,317
17.29.11,SiaVEVO,10,4799518,151849,6875,13868
17.29.11,TheBackyardScientist,28,960527,20011,1939,2161
17.29.11,Apple,28,1537244,31788,4467,0
17.29.11,The Late Late Show with James Corden,24,322643,3196,281,369
17.29.11,Eva Lunde Bentley,1,487125,9534,170,1110
17.29.11,Sesame Street,24,511686,5998,147,549
17.29.11,Carla Resendiz,24,1027963,28041,1173,0
17.29.11,UrAvgConsumer,28,926576,17017,1134,1588
17.29.11,Philip DeFranco,24,1975087,93541,2797,16706
17.29.11,Bravo,24,325812,1726,131,1416
17.29.11,Anwar Jibawi,23,1262895,39517,1525,1999
17.29.11,Context Information Security,28,3595,16,3,7
17.29.11,Marco Reps,28,44843,1499,26,148
17.29.11,Vanity Fair,24,2260715,97151,1239,4827
17.29.11,PinkVEVO,10,19670964,487305,20884,33708
17.29.11,DemiLovatoVEVO,10,3685806,146813,2241,9939
17.29.11,CAguileraVEVO,10,170648,3184,906,1269
17.29.11,Sufficiently Advanced,1,347670,3811,964,703
17.29.11,Kandee Johnson,26,281527,6662,1034,1436
17.29.11,LadyGagaVEVO,10,1508992,74113,1180,4784
17.29.11,EverythingApplePro,24,715905,22634,739,3225
17.29.11,E! Entertainment,24,297279,1733,245,169
17.29.11,Nerdwriter1,24,279714,17440,320,764
17.29.11,PB Comps,17,533004,9710,447,1196
17.29.11,Austin Evans,28,549014,15598,585,1562
17.29.11,Looper,24,1170855,11790,1349,5550
17.29.11,Binging with Babish,24,1475115,38388,939,3644
17.29.11,Miranda Sings,23,221751,12863,1007,1835
17.29.11,Jenny Nicholson,1,338425,10947,2133,2991
17.29.11,toofacedcosmetics,26,15870,910,41,80
17.29.11,Jackie Aina,26,436638,37923,485,3722
17.29.11,Brat,24,3322855,79652,1543,7945
17.29.11,Yes Theory,24,480162,17538,325,1389
17.29.11,YTN NEWS,25,225463,946,91,895
17.29.11,Linkin Park,10,651268,52910,245,2615
17.29.11,Bon Appétit,26,352742,11503,214,1161
17.29.11,TED-Ed,27,479201,19812,397,1311
17.29.11,The Late Show with Stephen Colbert,24,142076,1942,87,203
17.29.11,Zoella,26,1018706,68667,2854,984
17.29.11,CBS This Morning,25,540227,2533,1212,1766
17.29.11,Lamborghini,2,17746,452,12,51
17.29.11,Beats by Dre,10,2152261,7824,158,324
17.29.11,ShawnMendesVEVO,10,2230715,155370,947,9152
17.29.11,The Weather Channel,25,1112617,11645,362,1943
17.29.11,Portugal. The Man,10,279046,5342,83,342
17.29.11,Epicurious,26,1273655,26473,1380,3106
17.29.11,Zendaya,24,1485868,64074,738,3230
17.29.11,Grace Helbig,22,150117,11143,64,899
17.29.11,lara6683,20,246989,8801,101,712
17.29.11,Kelly Clarkson,10,125128,4623,49,305
17.29.11,adidas Football,17,2678479,9250,1755,921
17.29.11,MyLifeAsEva,26,748102,47024,1670,3775
17.29.11,iJustine,22,193223,8141,302,1226
17.29.11,James Charles,24,536419,32725,1575,3814
17.29.11,DisneyMusicVEVO,10,284176,9477,271,532
17.29.11,Sailor J,24,119519,13367,104,4295
17.29.11,Dancing With The Stars,24,199922,2013,55,147
17.29.11,Doug Jones for Senate,22,163043,1456,396,621
17.29.11,First We Feast,26,453170,10802,228,1087
17.29.11,HARRY,24,4050,0,0,0
17.29.11,Peter McKinnon,22,506698,28537,441,4351
17.29.11,Cloth Map,19,76351,5508,29,345
17.29.11,NickJonasVEVO,10,236971,10481,145,446
17.29.11,Wendover Productions,27,592459,25680,1574,4994
17.30.11,Marvel Entertainment,24,37736281,1735895,21969,241237
17.30.11,Snapchat,10,867588,0,0,0
17.30.11,TODAY,25,971123,6325,2512,5824
17.30.11,Mark Rober,28,3670052,126015,2696,9254
17.30.11,Vox,25,718902,23180,1176,2349
17.30.11,Sony Pictures Entertainment,24,197900,2394,372,432
17.30.11,SamSmithWorldVEVO,10,1209233,100668,789,4917
17.30.11,Kylie Cosmetics,22,352037,24652,630,1179
17.30.11,shane,23,3411173,277250,4991,28200
17.30.11,20th Century Fox,1,1752831,36993,2137,4048
17.30.11,The Telegraph,25,279561,720,310,549
17.30.11,The Voice,24,663875,14079,580,1197
17.30.11,Trailers Promos Teasers,24,106614,298,210,210
17.30.11,CinemaSins,1,1480204,34547,2805,6158
17.30.11,Screen Junkies,1,1644841,54133,883,5178
17.30.11,Red Bull,17,1699436,20219,348,1314
17.30.11,Variety,24,394249,2169,5464,2555
17.30.11,The Tonight Show Starring Jimmy Fallon,23,375897,8088,293,631
17.30.11,Jimmy Kimmel Live,23,83425,1245,177,218
17.30.11,ESPN,17,276279,1761,121,832
17.30.11,Late Night with Seth Meyers,23,138890,1393,46,120
17.30.11,HollywoodLife,24,1488650,8946,2911,1650
17.30.11,Munchies,24,624023,18102,455,1761
17.30.11,Vogue,24,383100,13316,253,355
17.30.11,BUILD Series,24,29654,1284,7,151
17.30.11,Cracked,23,359403,9244,258,695
17.30.11,TheEllenShow,24,102804,4635,82,355
17.30.11,vlogbrothers,22,233473,10557,276,1577
17.30.11,Grace Helbig,22,74857,5733,73,261
17.30.11,REACT,24,1296766,31993,1331,4415
17.30.11,Grandpa Kitchen,26,330789,15036,306,2011
17.30.11,KaneBrownVEVO,10,297350,8498,358,354
17.30.11,jacksfilms,23,1329350,79918,2069,53182
17.30.11,Tasty,22,231724,11201,186,724
17.30.11,The White House,25,1341741,28749,21754,18035
17.30.11,Madelaine Petsch,22,80882,11402,69,718
17.30.11,Good Morning America,24,341911,5342,205,1094
17.30.11,Molly Burke,22,198315,6950,184,735
17.30.11,Andre Black Nerd,1,43830,2409,35,564
17.30.11,Tyler Oakley,24,269375,22835,256,1422
17.30.11,NBA,17,262865,2557,1591,630
17.30.11,ScreenJunkies News,24,51216,1584,37,212
17.30.11,DamonAndJo,23,83835,4604,171,410
17.30.11,Klossy,22,521366,21309,184,654
17.30.11,Smosh,23,1136888,30877,7709,3878
17.30.11,Watch What Happens Live with Andy Cohen,24,94912,668,122,174
17.30.11,ColliderVideos,24,70136,2159,103,716
17.30.11,William Osman,28,228588,10257,205,2516
17.30.11,Entertainment Tonight,24,3722,258,2,74
17.30.11,CNN,25,166260,1235,697,1173
17.30.11,How To Cake It,26,467396,21210,252,2113
17.30.11,Rosanna Pansino,26,444762,24822,210,4161
17.30.11,Mike Boyd,24,302340,23087,113,2004
17.30.11,NitroV2,1,25923,439,13,172
17.30.11,Omeleto,1,30690,1137,18,143
17.30.11,Clevver News,24,32548,579,68,669
17.30.11,Refinery29,26,12052,658,7,48
17.30.11,ElleOfTheMills,24,975043,143966,2492,20821
17.30.11,Mashable Daily,2,300407,2917,366,957
17.30.11,Feelunique,26,12790,110,4,4
17.30.11,Ellie and Jared,22,883913,52671,1799,13448
17.30.11,BBC News,25,847297,6347,739,3027
17.30.11,Warner Bros. Pictures,24,61230,1665,64,163
17.30.11,PitbullVEVO,10,3547023,159665,8337,13903
17.30.11,The View,24,457957,2583,1795,2277
17.30.11,WIRED,28,79461,3294,170,594
17.30.11,Atlantic Records,10,131445,10087,120,593
17.30.11,NFL,17,599712,4693,258,1413
17.30.11,ANDREW HUANG,10,83378,5211,38,2462
17.30.11,Simon's Cat,15,168712,6785,157,398
17.30.11,The New Yorker,24,41471,388,39,67
17.30.11,ViralHog,15,263581,3544,72,280
17.30.11,AnthonyPadilla,23,281962,21769,425,2044
17.30.11,PTXofficial,10,1920399,93800,2702,9961
17.30.11,TiffyQuake,26,29220,2183,17,312
17.30.11,Doug DeMuro,2,1273984,28215,939,7449
17.30.11,David Jardine,23,25084,395,10,35
17.30.11,Wassabi Productions,24,424563,24842,479,9946
17.30.11,Tom Scott,27,501058,22312,261,1270
17.30.11,Steve TV Show,24,41026,396,93,73
17.30.11,Business Insider,25,43774,959,44,218
17.30.11,Darren Criss,10,52900,6360,19,1451
17.30.11,Just Between Us,23,157203,5350,392,657
17.30.11,Marques Brownlee,28,1213013,140942,971,37037
17.30.11,ImagineDragonsVEVO,10,498633,28580,302,1526
17.30.11,The Real Daytime,24,223310,4020,174,511
17.30.11,Pitch Perfect,24,3433497,62537,3074,3481
17.30.11,The Verge,28,97860,3456,172,390
17.30.11,Netflix,24,11042,551,158,139
17.30.11,Rudy Mancuso,23,1509459,126207,1091,6053
17.30.11,Hannah Stocking,23,1375863,56130,1426,2022
17.30.11,Unbox Therapy,28,4474243,193603,16741,49441
17.30.11,MiguelVEVO,10,496606,23625,221,1449
17.30.11,SiriusXM,25,23368,234,1,20
17.30.11,H&M,24,232208,3208,136,0
17.30.11,JerryRigEverything,26,676353,23330,719,3936
17.30.11,The Royal Family Channel,25,52336,493,16,154
17.30.11,Rainsford,10,6593,164,19,23
17.30.11,Sara Dietschy,1,50053,2172,151,608
17.30.11,HQVideoDude,10,132222,8218,31,387
17.30.11,IISuperwomanII,23,838508,85348,472,5907
17.30.11,Great Big Story,17,160674,5568,68,609
17.30.11,Billboard News,10,3696,81,12,80
17.30.11,ElectroBOOM,28,293817,18475,243,1643
17.30.11,Technomanila,24,36351,133,88,463
17.30.11,Loudwire,10,21775,688,22,242
17.30.11,Guardian News,25,513399,1001,394,272
17.30.11,legofreedom1,10,13393,371,1,58
17.30.11,The Cuddle Squad,23,36375,628,75,41
17.30.11,The X Factor UK,24,740611,23796,195,0
17.30.11,Cam'ron,10,848395,7589,2316,5025
17.30.11,The Scran Line,26,46433,2328,74,277
17.30.11,Casually Explained,23,2674940,112959,3824,6664
17.30.11,Define American,29,1456,0,0,0
17.30.11,NZPoliceRecruitment,25,667082,15926,537,265
17.30.11,The Deal Guy,28,144562,4306,434,3753
17.30.11,JonTronShow,23,3347975,215180,4494,26365
17.30.11,Teen Vogue,25,12431,918,129,287
17.30.11,CFL Insider,17,48860,398,32,311
17.30.11,Apple Support,28,41722,262,22,37
17.30.11,clothesencounters,26,427962,16503,287,979
17.30.11,Dorkly,23,1281911,38314,1423,3723
17.30.11,West Midlands Police,25,764998,475,123,0
17.30.11,Miss Universe,24,703299,4050,388,1294
17.30.11,BuzzFeedVideo,22,808511,19698,1588,2352
17.30.11,BuzzFeed Nifty,26,295048,2338,2221,499
17.30.11,FOX Sports,17,167552,1036,107,415
17.30.11,ThreadBanger,26,1324067,89289,1073,8072
17.30.11,Funny Or Die,23,38857,644,66,71
17.30.11,Markiplier,23,691648,40362,527,1937
17.30.11,CollegeHumor,23,742272,25726,832,2298
17.30.11,Chriselle Lim,26,31765,1298,113,73
17.30.11,grav3yardgirl,26,395280,14488,806,1551
17.30.11,Lame Videos,23,860395,12445,1265,1861
17.30.11,Hevesh5,24,185450,2358,359,252
17.30.11,Bethany Mota,26,1252525,73138,1187,49883
17.30.11,Thomas Sanders,23,286131,28573,247,6816
17.30.11,The Grand Tour,24,1039720,22394,282,1289
17.30.11,Simply Nailogical,24,1686243,133400,530,23864
17.30.11,RAP DAILY,10,1200550,17126,3638,7906
17.30.11,Laura in the Kitchen,26,145269,5089,165,268
17.30.11,CS Dojo,27,160825,7258,146,764
17.30.11,Why Don't We,10,710744,83664,416,11973
17.30.11,Lele Pons,23,5665909,220831,8359,13758
17.30.11,Lucy Moon,22,40357,2849,34,402
17.30.11,Simone Giertz,2,623007,23700,810,2490
17.30.11,Ingrid Nilsen,26,121056,4071,457,507
17.30.11,Applied Science,28,76760,4853,44,552
17.30.11,AFP news agency,25,3994,19,3,0
17.30.11,ibighit,10,33810576,2674694,46063,539309
17.30.11,MrNorrisVideos,20,127521,696,52,233
17.30.11,INSIDER,26,268241,5446,330,392
17.30.11,AmazingPhil,26,2061816,283613,1776,44105
17.30.11,Butch Hartman,1,143267,5008,231,656
17.30.11,NBC News,25,1381,35,6,4
17.30.11,geicocaveman2012,24,176998,636,26,73
17.30.11,ELLEUKTV,26,682218,9139,793,1995
17.30.11,Maker's Box,28,8637,45,2,3
17.30.11,OK Go,10,7442845,88285,4685,5767
17.30.11,Tina Nguyen,27,22535,108,312,203
17.30.11,shurap,28,81011,2951,36,277
17.30.11,WWE,17,743305,19214,961,3048
17.30.11,Anew Start,23,426136,4642,143,703
17.30.11,The King of Random,27,631374,13097,11270,3119
17.30.11,ТСН,25,180711,1667,418,1082
17.30.11,I Like To Make Stuff,26,1253555,31054,620,1522
17.30.11,Adult Swim,24,5950405,147608,5953,17901
17.30.11,CalumScottVEVO,10,1473433,74892,366,1748
17.30.11,AmandaMoor & Craft Ideas,22,18897,314,48,34
17.30.11,First We Feast,26,869068,23221,1215,4102
17.30.11,Liam Gallagher,22,245735,10444,127,1101
17.30.11,SiaVEVO,10,5557499,161177,7360,14270
17.30.11,Plasma Channel,28,6890,199,9,72
17.30.11,SupremeSounds,10,600980,16207,151,376
17.30.11,Apple,28,4979612,46680,11703,0
17.30.11,Unique Vibes,10,28434,387,32,45
17.30.11,TheBackyardScientist,28,975232,20140,1954,2172
17.30.11,Sesame Street,24,553734,6428,161,586
17.30.11,The Late Late Show with James Corden,24,333626,3264,286,367
17.30.11,Eva Lunde Bentley,1,500154,9613,173,1104
17.30.11,Carla Resendiz,24,1047573,28418,1186,0
17.30.11,Anwar Jibawi,23,1289314,39813,1535,2030
17.30.11,Vanity Fair,24,2319083,98929,1251,4541
17.30.11,SiggasNation™,24,10525,226,18,119
17.30.11,Marco Reps,28,47178,1541,27,148
17.30.11,Bravo,24,334148,1746,134,1442
17.30.11,Context Information Security,28,3797,17,3,7
17.30.11,UrAvgConsumer,28,930513,17044,1136,1586
17.30.11,Philip DeFranco,24,1998883,94430,2841,16939
17.30.11,Sufficiently Advanced,1,349102,3834,966,711
17.30.11,Lamborghini,2,25839,470,13,53
17.30.11,CAguileraVEVO,10,177640,3250,926,1297
17.30.11,EverythingApplePro,24,729500,22885,751,3235
17.30.11,PinkVEVO,10,21545253,504791,21898,34879
17.30.11,Austin Evans,28,552694,15642,586,1559
17.30.11,Looper,24,1199114,12009,1362,5707
17.30.11,DemiLovatoVEVO,10,3873702,149246,2314,9929
17.30.11,Binging with Babish,24,1499698,38757,952,3678
17.30.11,Miranda Sings,23,224381,12946,1013,1841
17.30.11,Kandee Johnson,26,285437,6715,1042,1440
17.01.12,Marvel Entertainment,24,56367282,2157727,34077,303178
17.01.12,Snapchat,10,1894443,0,0,0
17.01.12,The New York Times,25,224270,7006,331,1127
17.01.12,TODAY,25,1717225,10041,4266,9335
17.01.12,Sony Pictures Entertainment,24,616077,5816,934,1116
17.01.12,The Late Late Show with James Corden,24,3074263,96530,1011,7415
17.01.12,jacksfilms,23,806797,75413,2078,5202
17.01.12,shane,23,3657886,442915,2655,75753
17.01.12,The Late Show with Stephen Colbert,24,372262,3332,286,355
17.01.12,Jimmy Kimmel Live,24,842514,17356,308,2084
17.01.12,First We Feast,26,344244,15343,790,2602
17.01.12,Matthias,24,635414,59806,546,7529
17.01.12,SamSmithWorldVEVO,10,2222937,132072,1350,5870
17.01.12,Vox,25,1183611,30250,1863,3429
17.01.12,Late Night with Seth Meyers,23,1371506,18997,1185,2861
17.01.12,Kylie Cosmetics,22,1197386,51644,2021,2268
17.01.12,IISuperwomanII,23,698426,83397,510,6642
17.01.12,Mark Rober,28,5809226,174265,4181,11263
17.01.12,Anna Akana,23,127011,13273,170,746
17.01.12,Jeremy Jahns,24,433714,18522,480,2814
17.01.12,Taylor Nicole Dean,15,292197,26587,330,10216
17.01.12,CaseyNeistat,22,1355237,52745,862,4155
17.01.12,The Telegraph,25,630614,1717,667,979
17.01.12,TheEllenShow,24,264975,5214,217,308
17.01.12,Alesso,10,373301,21900,1062,1508
17.01.12,The Dodo,15,1040790,27343,541,3289
17.01.12,The Tonight Show Starring Jimmy Fallon,23,331652,7250,178,406
17.01.12,colinfurze,2,364537,21807,402,1406
17.01.12,SciShow,27,331220,16032,238,2319
17.01.12,The School of Life,27,65783,3822,89,229
17.01.12,Corinne Leigh,22,330124,30203,201,2355
17.01.12,Beyond The Trailer,24,99566,2136,419,1127
17.01.12,Glam&Gore,24,409601,39692,175,2050
17.01.12,Simply Nailogical,24,1538576,81240,678,7586
17.01.12,CYNVEVO,10,28983,1532,58,230
17.01.12,The Voice,24,895238,17425,761,1389
17.01.12,The Official Pokémon YouTube Channel,20,47215,3390,40,490
17.01.12,Trailers Promos Teasers,24,161225,431,286,250
17.01.12,20th Century Fox,1,2096711,49452,2641,4983
17.01.12,Netflix,24,391639,7307,84,594
17.01.12,Red Bull,17,2432670,25499,471,1749
17.01.12,Numberphile,28,122641,9202,48,735
17.01.12,WTHR,25,11484,82,4,74
17.01.12,Millie T,24,99243,9003,174,530
17.01.12,HollywoodLife,24,2731732,14268,4885,2510
17.01.12,BUILD Series,24,70756,2350,23,263
17.01.12,Variety,24,525001,2643,6996,3125
17.01.12,Screen Junkies,1,1827786,57103,955,5467
17.01.12,CinemaSins,1,1614392,36163,3066,6371
17.01.12,Google,28,166157,4276,130,436
17.01.12,USA TODAY,25,3724,40,1,42
17.01.12,ESPN,17,432878,2462,184,1044
17.01.12,"One List , One Life",22,32385,568,77,97
17.01.12,Cracked,23,412058,10003,305,769
17.01.12,Vogue,24,578481,17148,437,495
17.01.12,INSIDER,26,14111,437,1,64
17.01.12,Madelaine Petsch,22,170922,17492,114,885
17.01.12,Omeleto,1,55971,1737,50,201
17.01.12,Focus Features,24,26190,317,24,23
17.01.12,Munchies,24,750633,20516,545,1730
17.01.12,NBC News,25,10179,67,27,0
17.01.12,Grandpa Kitchen,26,412680,16632,344,1968
17.01.12,KaneBrownVEVO,10,406535,10411,440,375
17.01.12,Tasty,22,278777,12580,211,783
17.01.12,HANSON,10,39486,1620,26,192
17.01.12,Andre Black Nerd,1,55195,2661,58,564
17.01.12,The Royal Family Channel,25,174613,1361,55,210
17.01.12,vlogbrothers,22,263160,11291,320,1642
17.01.12,E! Entertainment,24,587643,5700,264,527
17.01.12,REACT,24,1409223,33149,1438,3023
17.01.12,DamonAndJo,23,101812,5010,225,476
17.01.12,Clevver News,24,201689,2208,94,376
17.01.12,NBA,17,307934,2673,1645,634
17.01.12,The White House,25,1544644,30594,22590,18555
17.01.12,William Osman,28,255000,10822,223,2628
17.01.12,Good Morning America,24,384762,5905,229,1190
17.01.12,Tyler Oakley,24,316489,25052,315,1461
17.01.12,Refinery29,26,19579,850,18,65
17.01.12,Grace Helbig,22,99614,6886,97,307
17.01.12,NitroV2,1,49148,710,57,404
17.01.12,Klossy,22,612646,23629,227,695
17.01.12,Atlantic Records,10,251591,15395,198,808
17.01.12,ExplosmEntertainment,23,590227,31712,541,1482
17.01.12,Molly Burke,22,218227,7407,209,831
17.01.12,Watch What Happens Live with Andy Cohen,24,105399,694,128,161
17.01.12,Smosh,23,1193493,31750,7933,3961
17.01.12,How To Cake It,26,524326,22783,274,2264
17.01.12,Mike Boyd,24,353327,25212,133,2093
17.01.12,Rosanna Pansino,26,495109,26448,223,4436
17.01.12,Mashable Daily,2,440154,4320,535,1292
17.01.12,ViralHog,15,341655,4215,95,335
17.01.12,WIRED,28,108474,4077,209,691
17.01.12,ElleOfTheMills,24,1076767,153083,2603,21427
17.01.12,Ellie and Jared,22,1005203,56278,1879,14032
17.01.12,PitbullVEVO,10,4313491,172872,8987,13848
17.01.12,BBC News,25,956750,7011,810,3149
17.01.12,Simon's Cat,15,195978,7228,174,422
17.01.12,The View,24,477463,2644,1828,2156
17.01.12,NFL,17,620204,4774,268,1356
17.01.12,ScreenJunkies News,24,56359,1671,42,241
17.01.12,Warner Bros. Pictures,24,82526,1871,78,175
17.01.12,Feelunique,26,16766,132,4,5
17.01.12,PTXofficial,10,2292393,100858,2923,10504
17.01.12,TiffyQuake,26,38479,2499,20,347
17.01.12,Doug DeMuro,2,1350802,29062,977,7642
17.01.12,Business Insider,25,60509,1193,53,260
17.01.12,Entertainment Tonight,24,9282,405,11,105
17.01.12,Steve TV Show,24,48385,432,96,75
17.01.12,Tom Scott,27,524466,23017,266,1282
17.01.12,Wassabi Productions,24,443492,25622,498,10128
17.01.12,Marques Brownlee,28,1266148,144548,1001,38322
17.01.12,ImagineDragonsVEVO,10,578130,29643,327,1650
17.01.12,ColliderVideos,24,74120,2221,106,738
