prod_id,quan_in_stock,sales
2139,149,8
2140,265,12
2141,296,11
2142,399,14
2143,22,12
2144,109,14
2145,310,22
2146,226,10
2147,417,5
2148,50,15
2149,269,16
2150,489,13
2151,378,14
2152,297,8
2153,7,9
2154,453,12
2155,231,14
2156,306,9
2157,198,20
2158,431,3
2159,345,14
2160,441,14
2161,132,6
2162,393,6
2163,68,5
2164,496,11
2165,458,22
2166,96,19
2167,227,3
2168,138,9
2169,63,14
2170,377,15
2171,404,12
2172,360,18
2173,276,5
2174,426,16
2175,469,19
2176,86,23
2177,151,17
2178,385,10
2179,136,7
2180,421,12
2181,374,12
2182,13,8
2183,218,18
2184,381,9
2185,467,15
2186,449,14
2187,187,8
2188,164,13
2189,380,3
2190,32,10
2191,105,16
2192,11,11
2193,425,18
2194,173,16
2195,6,8
2196,383,7
2197,270,6
2198,233,13
2199,21,11
2200,333,7
2201,109,14
2202,425,16
2203,192,13
2204,386,12
2205,351,10
2206,161,8
2207,472,22
2208,2,16
2209,46,15
2210,107,21
2211,423,18
2212,420,16
2213,121,16
2214,140,9
2215,301,15
2216,87,12
2217,89,11
2218,488,12
2219,252,4
2220,469,21
2221,20,12
2222,357,14
2223,481,15
2224,446,11
2225,30,22
2226,487,16
2227,328,13
2228,300,14
2229,220,9
2230,350,17
2231,132,20
2232,330,12
2233,274,4
2234,325,11
2235,215,23
2236,125,14
2237,486,12
2238,186,8
2239,127,7
2240,31,8
2241,293,10
2242,50,18
2243,451,0
2244,415,16
2245,191,14
2246,252,19
2247,1,13
2248,280,8
2249,239,4
2250,254,9
2251,249,8
2252,260,8
2253,110,9
2254,229,9
2255,205,7
2256,140,13
2257,216,9
2258,32,21
2259,441,16
2260,437,25
2261,382,21
2262,73,21
2263,266,11
2264,156,3
2265,398,9
2266,482,20
2267,282,21
2268,384,17
2269,168,11
2270,409,5
2271,416,22
2272,462,9
2273,460,6
2274,367,24
2275,376,14
2276,150,5
2277,118,10
2278,377,16
2279,431,3
2280,357,21
2281,130,13
2282,179,20
2283,116,12
2284,241,15
2285,409,11
2286,322,12
2287,382,9
2288,125,21
2289,354,4
2290,322,15
2291,61,13
2292,236,8
2293,395,16
2294,328,11
2295,393,17
2296,293,18
2297,309,5
2298,174,12
2299,176,12
2300,477,27
2301,83,21
2302,91,12
2303,438,13
2304,43,12
2305,459,19
2306,313,11
2307,193,15
2308,76,20
2309,190,10
2310,123,11
2311,434,10
2312,321,16
2313,303,12
2314,50,10
2315,62,6
2316,212,4
2317,372,8
2318,444,8
2319,337,12
2320,226,13
2321,266,6
2322,398,10
2323,463,10
2324,161,9
2325,225,17
2326,355,8
2327,455,24
2328,34,17
2329,29,7
2330,131,15
2331,11,12
2332,113,9
2333,223,11
2334,449,11
2335,156,9
2336,181,20
2337,262,9
2338,350,15
2339,257,27
2340,453,9
2341,474,8
2342,190,15
2343,274,19
2344,276,9
2345,240,13
2346,336,11
2347,489,14
2348,112,14
2349,280,10
2350,325,20
2351,338,16
2352,46,2
2353,223,16
2354,300,11
2355,207,23
2356,449,15
2357,155,26
2358,162,9
2359,483,14
2360,184,6
2361,293,7
2362,494,5
2363,298,17
2364,15,14
2365,443,11
2366,454,7
2367,196,11
2368,205,5
2369,304,7
2370,453,9
2371,157,1
2372,277,10
2373,143,17
2374,431,13
2375,52,24
2376,384,7
2377,267,18
2378,41,14
2379,496,14
2380,46,4
2381,366,8
2382,333,9
2383,92,28
2384,88,13
2385,132,8
2386,300,22
2387,37,8
2388,288,13
2389,462,21
2390,19,8
2391,472,12
2392,254,15
2393,13,13
2394,270,24
2395,269,17
2396,456,10
2397,224,6
2398,466,14
2399,161,9
2400,27,4
2401,419,8
2402,318,15
2403,304,2
2404,61,8
2405,249,7
2406,357,5
2407,445,14
2408,16,5
2409,398,6
2410,440,14
2411,62,11
2412,264,5
2413,273,6
2414,155,19
2415,353,5
2416,406,8
2417,455,6
2418,390,6
2419,193,18
2420,417,8
2421,409,2
2422,165,5
2423,171,12
2424,422,8
2425,435,8
2426,440,11
2427,378,9
2428,158,7
2429,406,10
2430,38,4
2431,186,6
2432,324,4
2433,357,24
2434,490,12
2435,385,10
2436,106,11
2437,347,8
2438,330,8
2439,122,18
2440,244,20
2441,270,17
2442,185,13
2443,8,11
2444,42,10
2445,340,13
2446,361,9
2447,449,19
2448,295,8
2449,250,12
2450,141,18
2451,211,8
2452,159,9
2453,306,4
2454,382,17
2455,81,11
2456,241,11
2457,322,17
2458,460,7
2459,400,7
2460,227,13
2461,498,9
2462,85,9
2463,51,11
2464,355,14
2465,75,27
2466,436,8
2467,461,12
2468,422,14
2469,266,7
2470,83,10
2471,166,23
2472,35,13
2473,268,17
2474,174,7
2475,78,15
2476,108,7
2477,35,24
2478,26,4
2479,403,21
2480,285,12
2481,168,14
2482,114,16
2483,445,2
2484,475,15
2485,496,17
2486,25,5
2487,215,21
2488,318,14
2489,486,11
2490,114,21
2491,44,7
2492,483,15
2493,200,13
2494,95,7
2495,338,7
2496,275,12
2497,31,16
2498,298,17
2499,197,11
2500,297,8
2501,382,10
2502,363,12
2503,333,6
2504,149,15
2505,37,15
2506,411,12
2507,258,8
2508,72,20
2509,438,11
2510,160,11
2511,358,17
2512,105,9
2513,274,9
2514,303,9
2515,79,15
2516,270,11
2517,329,23
2518,295,10
2519,87,18
2520,314,10
2521,410,13
2522,132,10
2523,296,14
2524,109,18
2525,228,3
2526,133,5
2527,385,15
2528,259,6
2529,432,8
2530,81,4
2531,56,14
2532,313,11
2533,445,7
2534,390,14
2535,463,18
2536,483,11
2537,301,11
2538,221,11
2539,54,19
2540,238,16
2541,381,10
2542,413,8
2543,344,2
2544,155,16
2545,215,11
2546,424,8
2547,425,6
2548,43,11
2549,218,5
2550,12,9
2551,358,13
2552,128,8
2553,144,14
2554,153,10
2555,237,6
2556,373,8
2557,287,8
2558,122,22
2559,132,14
2560,219,26
2561,203,20
2562,189,9
2563,32,15
2564,148,12
2565,78,7
2566,496,5
2567,130,11
2568,379,12
2569,216,10
2570,185,7
2571,117,12
2572,97,8
2573,98,22
2574,461,8
2575,253,20
2576,313,5
2577,385,18
2578,178,4
2579,357,15
2580,103,9
2581,190,4
2582,214,16
2583,231,7
2584,335,15
2585,368,7
2586,469,12
2587,207,16
2588,155,7
2589,90,24
2590,339,4
2591,375,10
2592,294,16
2593,27,7
2594,408,20
2595,442,14
2596,106,3
2597,403,9
2598,72,3
2599,485,17
2600,119,6
2601,257,5
2602,102,10
2603,216,14
2604,356,10
2605,62,16
2606,469,6
2607,168,9
2608,448,13
2609,146,19
2610,25,10
2611,50,17
2612,337,22
2613,240,9
2614,281,4
2615,171,9
2616,108,15
2617,250,7
2618,379,12
2619,264,13
2620,340,9
2621,218,5
2622,138,9
2623,134,8
2624,246,12
2625,46,10
2626,76,19
2627,352,10
2628,449,16
2629,148,9
2630,337,16
2631,68,16
2632,406,16
2633,439,13
2634,284,7
2635,261,6
2636,1,14
2637,253,11
2638,430,11
2639,449,10
2640,400,22
2641,456,11
2642,499,11
2643,236,10
2644,195,15
2645,280,15
2646,408,12
2647,304,20
2648,29,12
2649,286,6
2650,67,10
2651,370,13
2652,4,11
2653,206,15
2654,3,13
2655,250,6
2656,252,14
2657,79,5
2658,101,13
2659,201,11
2660,228,14
2661,439,9
2662,269,9
2663,133,6
2664,377,11
2665,53,9
2666,395,9
2667,378,8
2668,306,9
2669,324,11
2670,327,6
2671,205,5
2672,279,9
2673,325,12
2674,442,8
2675,475,8
2676,105,9
2677,349,23
2678,279,10
2679,135,13
2680,135,7
2681,346,10
2682,4,11
2683,139,15
2684,52,9
2685,8,8
2686,390,5
2687,305,5
2688,88,12
2689,491,18
2690,5,14
2691,316,11
2692,429,8
2693,274,10
2694,449,7
2695,306,8
2696,328,18
2697,344,13
2698,183,5
2699,133,5
2700,167,18
2701,9,11
2702,339,11
2703,447,13
2704,335,7
2705,280,5
2706,422,21
2707,440,10
2708,129,17
2709,200,18
2710,74,13
2711,265,17
2712,46,10
2713,79,11
2714,405,14
2715,98,10
2716,87,21
2717,294,7
2718,404,4
2719,175,4
2720,284,11
2721,409,26
2722,491,19
2723,213,13
2724,183,5
2725,440,13
2726,18,12
2727,10,8
2728,283,12
2729,202,11
2730,144,19
2731,451,8
2732,212,13
2733,483,8
2734,397,9
2735,47,15
2736,263,3
2737,318,10
2738,488,16
2739,393,12
2740,18,8
2741,62,10
2742,157,16
2743,64,13
2744,141,8
2745,61,6
2746,163,15
2747,229,9
2748,356,15
2749,66,14
2750,404,17
2751,140,12
2752,475,15
2753,395,0
2754,353,8
2755,158,15
2756,335,9
2757,372,11
2758,168,8
2759,118,4
2760,74,20
2761,313,15
2762,68,18
2763,286,13
2764,295,12
2765,466,10
2766,334,3
2767,58,6
2768,284,21
2769,321,11
2770,451,9
2771,302,9
2772,383,4
2773,108,11
2774,366,15
2775,23,9
2776,170,9
2777,28,12
2778,252,20
2779,25,17
2780,95,14
2781,156,8
2782,165,3
2783,69,7
2784,51,11
2785,18,19
2786,228,16
2787,387,19
2788,391,15
2789,397,16
2790,4,11
2791,465,14
2792,209,8
2793,73,14
2794,251,11
2795,4,5
2796,39,12
2797,84,7
2798,62,2
2799,324,8
2800,406,18
2801,13,18
2802,125,18
2803,288,2
2804,122,11
2805,492,3
2806,312,14
2807,293,16
2808,20,4
2809,64,22
2810,318,3
2811,115,5
2812,221,14
2813,484,14
2814,185,13
2815,272,19
2816,2,24
2817,413,11
2818,159,6
2819,394,9
2820,310,10
2821,164,19
2822,358,10
2823,18,9
2824,238,4
2825,109,14
2826,22,10
2827,277,4
2828,194,17
2829,85,10
2830,101,8
2831,99,6
2832,99,15
2833,227,10
2834,388,16
2835,221,4
2836,218,11
2837,199,11
2838,13,14
2839,239,11
2840,263,20
2841,332,12
2842,355,18
2843,484,17
2844,316,7
2845,40,15
2846,256,18
2847,319,11
2848,454,20
2849,415,16
2850,212,10
2851,263,15
2852,78,15
2853,70,21
2854,282,11
2855,316,17
2856,179,15
2857,305,7
2858,93,8
2859,374,3
2860,390,12
2861,194,6
2862,473,18
2863,489,13
2864,421,8
2865,360,14
2866,210,12
2867,139,11
2868,59,21
2869,224,10
2870,379,18
2871,322,13
2872,56,13
2873,234,15
2874,306,5
2875,373,5
2876,274,16
2877,61,12
2878,191,7
2879,228,2
2880,477,23
2881,403,9
2882,492,13
2883,54,11
2884,474,10
2885,273,16
2886,371,7
2887,152,11
2888,77,16
2889,465,16
2890,26,9
2891,467,7
2892,158,13
2893,499,9
2894,456,9
2895,79,17
2896,359,16
2897,166,9
2898,219,12
2899,418,4
2900,391,20
2901,97,9
2902,240,16
2903,447,7
2904,331,8
2905,45,9
2906,319,11
2907,105,14
2908,107,11
2909,9,15
2910,333,15
2911,83,8
2912,413,22
2913,324,7
2914,138,10
2915,386,10
2916,97,19
2917,9,19
2918,38,9
2919,174,10
2920,474,16
2921,64,14
2922,141,7
2923,132,1
2924,63,10
2925,97,7
2926,211,17
2927,423,19
2928,263,11
2929,430,15
2930,340,3
2931,153,16
2932,27,9
2933,80,7
2934,100,9
2935,358,12
2936,126,17
2937,419,16
2938,464,10
2939,233,17
2940,429,14
2941,297,13
2942,317,7
2943,341,13
2944,120,14
2945,455,12
2946,227,4
2947,217,22
2948,464,10
2949,265,11
2950,392,6
2951,438,14
2952,330,21
2953,32,9
2954,69,15
2955,393,17
2956,129,10
2957,281,13
2958,315,8
2959,393,10
2960,211,17
2961,155,9
2962,45,8
2963,238,5
2964,236,19
2965,145,17
2966,96,13
2967,362,16
2968,64,10
2969,59,25
2970,94,12
2971,493,15
2972,356,15
2973,411,15
2974,334,7
2975,477,15
2976,366,3
2977,60,8
2978,194,14
2979,330,18
2980,326,9
2981,85,10
2982,267,13
2983,155,22
2984,117,20
2985,336,10
2986,48,8
2987,247,21
2988,117,11
2989,364,9
2990,139,9
2991,328,17
2992,18,13
2993,184,8
2994,65,14
2995,255,10
2996,330,13
2997,161,6
2998,116,19
2999,394,10
3000,221,20
3001,211,3
3002,387,8
3003,77,9
3004,122,7
3005,220,18
3006,53,7
3007,488,10
3008,281,18
3009,248,10
3010,317,9
3011,106,36
3012,333,15
3013,84,27
3014,262,9
3015,451,15
3016,421,9
3017,310,6
3018,197,11
3019,37,27
3020,173,17
3021,336,11
3022,365,15
3023,192,6
3024,20,22
3025,431,18
3026,448,25
3027,350,13
3028,91,7
3029,63,19
3030,244,10
3031,313,11
3032,274,10
3033,131,7
3034,390,9
3035,397,18
3036,351,20
3037,444,15
3038,384,6
3039,131,10
3040,191,6
3041,201,8
3042,238,7
3043,24,17
3044,286,15
3045,500,14
3046,475,9
3047,206,14
3048,310,7
3049,171,4
3050,243,17
3051,484,11
3052,6,11
3053,108,7
3054,176,11
3055,26,8
3056,38,6
3057,123,15
3058,377,9
3059,130,25
3060,186,16
3061,121,16
3062,443,13
3063,461,10
3064,252,22
3065,333,8
3066,357,9
3067,103,14
3068,277,8
3069,241,12
3070,235,8
3071,469,17
3072,443,13
3073,473,18
3074,493,13
3075,228,9
3076,473,11
3077,467,5
3078,435,4
3079,282,5
3080,137,14
3081,178,19
3082,266,10
3083,144,5
3084,286,12
3085,442,21
3086,171,16
3087,325,20
3088,64,22
3089,47,16
3090,455,13
3091,251,5
3092,169,16
3093,398,14
3094,212,3
3095,421,10
3096,231,8
3097,68,13
3098,24,8
3099,7,4
3100,310,7
3101,259,13
3102,477,9
3103,253,7
3104,232,6
3105,469,8
3106,482,8
3107,204,5
3108,436,17
3109,416,16
3110,487,10
3111,72,22
3112,94,13
3113,252,9
3114,217,10
3115,380,9
3116,193,12
3117,388,12
3118,205,12
3119,258,7
3120,436,7
3121,159,13
3122,8,10
3123,104,18
3124,57,22
3125,220,19
3126,25,17
3127,288,13
3128,289,18
3129,49,12
3130,296,13
3131,99,12
3132,309,17
3133,272,9
3134,352,12
3135,40,16
3136,241,18
3137,333,16
3138,245,11
3139,176,10
3140,249,14
3141,231,8
3142,249,9
3143,343,16
3144,484,12
3145,466,18
3146,223,18
3147,176,13
3148,353,7
3149,428,14
3150,435,7
3151,289,15
3152,87,15
3153,443,10
3154,393,15
3155,144,5
3156,163,8
3157,419,15
3158,432,14
3159,453,14
3160,469,9
3161,227,8
3162,51,7
3163,277,19
3164,500,21
3165,403,10
3166,318,8
3167,240,23
3168,236,15
3169,62,16
3170,416,14
3171,486,10
3172,293,4
3173,165,19
3174,328,9
3175,277,9
3176,130,15
3177,50,15
3178,453,14
3179,484,11
3180,479,11
3181,388,11
3182,272,20
3183,65,23
3184,331,6
3185,165,11
3186,209,16
3187,494,16
3188,84,7
3189,141,11
3190,447,6
3191,52,14
3192,369,18
3193,498,17
3194,330,10
3195,368,21
3196,401,17
3197,147,14
3198,108,13
3199,137,10
3200,209,4
3201,24,10
3202,122,8
3203,2,8
3204,189,14
3205,450,15
3206,279,12
3207,319,10
3208,0,15
3209,232,4
3210,303,5
3211,480,14
3212,120,11
3213,75,12
3214,44,11
3215,451,17
3216,240,8
3217,254,7
3218,445,25
3219,324,5
3220,395,10
3221,391,24
3222,377,21
3223,263,5
3224,389,8
3225,206,9
3226,130,11
3227,289,4
3228,354,16
3229,238,4
3230,427,14
3231,62,8
3232,263,15
3233,48,10
3234,65,12
3235,452,8
3236,499,9
3237,345,16
3238,270,14
3239,500,6
3240,77,17
3241,73,8
3242,479,12
3243,197,12
3244,148,14
3245,22,9
3246,147,18
3247,389,12
3248,276,12
3249,92,15
3250,212,11
3251,170,5
3252,483,18
3253,89,13
3254,434,10
3255,372,14
3256,295,9
3257,63,8
3258,161,14
3259,148,11
3260,302,8
3261,87,6
3262,211,16
3263,64,2
3264,135,6
3265,277,20
3266,16,6
3267,134,0
3268,121,13
3269,287,11
3270,133,13
3271,199,10
3272,360,9
3273,111,14
3274,396,9
3275,7,10
3276,134,15
3277,43,15
3278,396,10
3279,410,11
3280,136,11
3281,108,16
3282,80,15
3283,119,4
3284,197,4
3285,13,11
3286,491,10
3287,493,13
3288,77,17
3289,151,9
3290,141,7
3291,380,4
3292,238,6
3293,353,5
3294,445,11
3295,374,3
3296,130,30
3297,461,11
3298,7,9
3299,252,19
3300,247,2
3301,140,5
3302,451,7
3303,107,8
3304,252,12
3305,347,9
3306,114,14
3307,386,9
3308,391,14
3309,10,5
3310,296,11
3311,26,13
3312,119,14
3313,376,5
3314,145,11
3315,317,12
3316,390,2
3317,135,12
3318,310,9
3319,468,12
3320,287,5
3321,451,12
3322,348,11
3323,25,4
3324,304,7
3325,292,8
3326,400,16
3327,434,7
3328,253,10
3329,407,9
3330,186,1
3331,0,9
3332,47,16
3333,136,21
3334,107,9
3335,299,18
3336,483,8
3337,222,14
3338,184,17
3339,374,11
3340,233,11
3341,480,3
3342,400,11
3343,352,10
3344,356,17
3345,44,14
3346,168,16
3347,246,10
3348,180,13
3349,478,14
3350,213,11
3351,468,12
3352,429,18
3353,60,15
3354,494,11
3355,233,12
3356,353,8
3357,393,13
3358,167,12
3359,105,12
3360,300,13
3361,353,19
3362,106,7
3363,347,5
3364,489,23
3365,214,5
3366,146,15
3367,472,12
3368,436,16
3369,331,13
3370,345,14
3371,168,19
3372,310,5
3373,245,13
3374,20,11
3375,166,7
3376,290,10
3377,188,14
3378,413,21
3379,470,13
3380,166,10
3381,125,18
3382,438,7
3383,95,10
3384,186,18
3385,431,8
3386,328,17
3387,39,18
3388,323,7
3389,495,17
3390,145,8
3391,122,13
3392,347,7
3393,251,9
3394,470,3
3395,336,12
3396,465,18
3397,115,7
3398,307,9
3399,401,7
3400,446,10
3401,152,7
3402,69,11
3403,256,1
3404,397,18
3405,89,8
3406,423,13
3407,186,9
3408,278,17
3409,335,26
3410,156,4
3411,445,12
3412,461,14
3413,93,17
3414,39,7
3415,147,8
3416,24,7
3417,367,8
3418,186,27
3419,347,9
3420,362,18
3421,332,11
3422,470,10
3423,208,16
3424,82,16
3425,439,13
3426,44,4
3427,47,16
3428,54,8
3429,351,13
3430,449,21
3431,0,20
3432,3,16
3433,18,4
3434,256,6
3435,400,8
3436,107,16
3437,178,15
3438,86,9
3439,386,15
3440,12,8
3441,242,10
3442,331,9
3443,474,14
3444,336,6
3445,370,8
3446,120,25
3447,360,5
3448,237,7
3449,306,11
3450,207,9
3451,99,12
3452,137,16
3453,177,11
3454,307,7
3455,220,10
3456,116,14
3457,352,8
3458,268,19
3459,170,10
3460,202,15
3461,217,11
3462,170,18
3463,206,12
3464,235,11
3465,427,4
3466,105,14
3467,343,10
3468,105,12
3469,192,11
3470,229,17
3471,117,11
3472,434,16
3473,59,16
3474,90,20
3475,270,13
3476,430,9
3477,211,16
3478,130,16
3479,166,11
3480,16,10
3481,338,10
3482,266,19
3483,154,11
3484,14,15
3485,73,5
3486,375,11
3487,131,12
3488,425,18
3489,143,11
3490,302,10
3491,127,13
3492,360,19
3493,473,3
3494,333,16
3495,95,7
3496,399,14
3497,439,7
3498,438,19
3499,3,16
3500,130,6
3501,166,11
3502,121,2
3503,64,17
3504,225,21
3505,212,12
3506,334,10
3507,154,12
3508,423,11
3509,465,11
3510,321,7
3511,440,15
3512,302,11
3513,86,7
3514,94,21
3515,317,1
3516,159,21
3517,470,22
3518,448,8
3519,84,9
3520,112,17
3521,250,12
3522,211,11
3523,473,10
3524,222,15
3525,43,16
3526,67,9
3527,121,16
3528,482,7
3529,4,7
3530,125,17
3531,111,15
3532,171,12
3533,247,15
3534,176,16
3535,396,5
3536,460,4
3537,9,11
3538,50,11
3539,382,12
3540,475,15
3541,372,12
3542,322,11
3543,276,17
3544,459,8
3545,417,8
3546,93,16
3547,118,8
3548,386,15
3549,40,14
3550,202,26
3551,498,19
3552,291,9
3553,413,26
3554,471,17
3555,12,21
3556,457,12
3557,37,8
3558,134,21
3559,438,8
3560,42,14
3561,259,8
3562,49,17
3563,213,13
3564,5,9
3565,225,18
3566,109,12
3567,465,7
3568,235,12
3569,159,20
3570,347,9
3571,209,13
3572,31,13
3573,169,6
3574,485,10
3575,490,12
3576,85,12
3577,78,15
3578,108,4
3579,471,15
3580,119,19
3581,311,5
3582,469,11
3583,410,18
3584,223,8
3585,439,10
3586,423,5
3587,179,14
3588,477,22
3589,56,9
3590,117,19
3591,18,5
3592,316,13
3593,166,6
3594,232,9
3595,321,8
3596,392,10
3597,341,14
3598,286,9
3599,126,15
3600,0,20
3601,133,9
3602,335,13
3603,31,4
3604,302,10
3605,320,17
3606,21,11
3607,388,8
3608,398,16
3609,130,11
3610,358,16
3611,16,9
3612,441,15
3613,327,12
3614,427,4
3615,164,11
3616,265,14
3617,349,3
3618,344,16
3619,241,18
3620,405,21
3621,461,15
3622,260,17
3623,220,10
3624,127,9
3625,492,7
3626,41,26
3627,18,13
3628,332,9
3629,328,11
3630,144,15
3631,333,16
3632,462,3
3633,480,13
3634,365,17
3635,263,9
3636,300,7
3637,387,15
3638,151,15
3639,198,16
3640,16,14
3641,8,20
3642,215,17
3643,458,15
3644,335,12
3645,141,5
3646,121,15
3647,100,8
3648,490,14
3649,465,8
3650,342,6
3651,395,14
3652,426,10
3653,101,12
3654,115,14
3655,52,11
3656,93,9
3657,157,17
3658,70,14
3659,426,10
3660,486,16
3661,215,18
3662,258,12
3663,447,12
3664,195,12
3665,122,3
3666,210,8
3667,495,6
3668,9,24
3669,361,1
3670,192,23
3671,26,16
3672,370,13
3673,408,20
3674,484,22
3675,204,16
3676,48,11
3677,104,16
3678,305,3
3679,38,16
3680,69,27
3681,146,14
3682,434,10
3683,495,12
3684,248,15
3685,49,17
3686,46,11
3687,341,11
3688,206,17
3689,117,8
3690,266,3
3691,191,12
3692,332,7
3693,24,16
3694,138,19
3695,26,16
3696,147,10
3697,348,10
3698,21,7
3699,156,9
3700,208,10
3701,214,13
3702,182,12
3703,77,13
3704,121,10
3705,165,9
3706,282,15
3707,170,13
3708,270,9
3709,87,19
3710,209,22
3711,339,11
3712,233,8
3713,143,6
3714,334,3
3715,482,18
3716,192,6
3717,380,17
3718,322,9
3719,399,17
3720,497,14
3721,88,25
3722,90,7
3723,329,18
3724,112,7
3725,228,7
3726,355,11
3727,259,11
3728,76,3
3729,377,11
3730,415,3
3731,284,15
3732,90,18
3733,96,8
3734,362,9
3735,211,6
3736,262,19
3737,144,13
3738,382,11
3739,31,11
3740,232,14
3741,90,18
3742,371,15
3743,465,12
3744,234,17
3745,204,11
3746,447,15
3747,426,7
3748,84,13
3749,268,8
3750,325,12
3751,80,17
3752,356,13
3753,415,14
3754,410,3
3755,469,17
3756,143,19
3757,265,13
3758,227,9
3759,219,16
3760,141,14
3761,141,15
3762,3,11
3763,231,10
3764,238,6
3765,366,14
3766,443,14
3767,0,18
3768,10,16
3769,324,6
3770,32,11
3771,242,11
3772,415,11
3773,403,4
3774,207,13
3775,148,5
3776,107,12
3777,153,9
3778,74,5
3779,191,7
3780,421,22
3781,399,3
3782,272,15
3783,277,14
3784,314,8
3785,181,9
3786,245,7
3787,457,9
3788,447,11
3789,472,14
3790,176,17
3791,87,12
3792,113,10
3793,180,8
3794,318,6
3795,352,14
3796,45,3
3797,261,9
3798,352,8
3799,55,4
3800,84,6
3801,385,19
3802,297,25
3803,500,12
3804,288,7
3805,3,7
3806,147,13
3807,395,13
3808,156,25
3809,222,17
3810,86,16
3811,77,16
3812,120,11
3813,358,13
3814,355,7
3815,434,12
3816,39,1
3817,99,6
3818,391,21
3819,486,11
3820,71,6
3821,66,13
3822,73,8
3823,185,1
3824,246,10
3825,392,12
3826,37,17
3827,292,9
3828,152,21
3829,389,6
3830,347,12
3831,237,0
3832,274,10
3833,144,10
3834,236,12
3835,61,17
3836,148,8
3837,384,8
3838,456,20
3839,304,18
3840,105,9
3841,41,20
3842,382,5
3843,225,11
3844,400,18
3845,237,5
3846,159,7
3847,440,11
3848,336,6
3849,49,11
3850,426,4
3851,408,16
3852,116,12
3853,499,2
3854,93,5
3855,363,10
3856,391,11
3857,130,9
3858,154,10
3859,42,18
3860,19,13
3861,0,12
3862,279,14
3863,293,22
3864,145,19
3865,15,8
3866,354,10
3867,293,18
3868,399,11
3869,310,17
3870,97,9
3871,3,5
3872,352,11
3873,480,18
3874,229,8
3875,252,23
3876,216,9
3877,389,4
3878,191,14
3879,52,15
3880,438,27
3881,117,24
3882,460,8
3883,54,8
3884,116,8
3885,53,11
3886,417,11
3887,6,15
3888,183,21
3889,70,12
3890,48,9
3891,203,12
3892,71,7
3893,328,19
3894,496,22
3895,216,19
3896,343,4
3897,350,9
3898,8,10
3899,241,14
3900,159,13
3901,106,8
3902,245,12
3903,11,0
3904,85,13
3905,475,5
3906,263,16
3907,301,9
3908,363,3
3909,455,13
3910,353,8
3911,301,12
3912,71,12
3913,313,15
3914,355,7
3915,188,10
3916,366,10
3917,271,3
3918,194,16
3919,49,12
3920,341,18
3921,243,10
3922,252,9
3923,412,3
3924,70,10
3925,248,10
3926,128,12
3927,414,17
3928,98,5
3929,137,16
3930,155,14
3931,257,11
3932,243,8
3933,401,8
3934,269,10
3935,328,13
3936,375,8
3937,31,5
3938,128,14
3939,238,15
3940,486,14
3941,481,19
3942,38,14
3943,56,18
3944,293,16
3945,393,12
3946,244,15
3947,159,11
3948,164,12
3949,439,10
3950,208,8
3951,4,15
3952,182,6
3953,460,18
3954,417,14
3955,253,4
3956,208,16
3957,44,10
3958,166,14
3959,306,15
3960,182,3
3961,322,3
3962,63,7
3963,425,19
3964,222,12
3965,332,2
3966,252,8
3967,97,15
3968,363,22
3969,380,7
3970,335,9
3971,348,5
3972,361,8
3973,373,7
3974,405,15
3975,153,11
3976,266,6
3977,149,17
3978,312,10
3979,430,13
3980,87,16
3981,20,6
3982,435,9
3983,269,15
3984,480,11
3985,352,14
3986,21,9
3987,188,10
3988,397,10
3989,188,11
3990,494,9
3991,78,11
3992,9,22
3993,56,22
3994,2,12
3995,231,11
3996,389,15
3997,254,20
3998,329,21
3999,251,9
4000,134,11
4001,163,15
4002,99,12
4003,495,28
4004,36,21
4005,3,22
4006,148,7
4007,302,17
4008,153,13
4009,460,22
4010,232,3
4011,241,8
4012,481,4
4013,167,15
4014,9,17
4015,461,17
4016,18,27
4017,31,14
4018,148,6
4019,415,13
4020,220,3
4021,141,11
4022,493,13
4023,229,8
4024,198,15
4025,495,13
4026,461,15
4027,86,10
4028,249,11
4029,289,13
4030,338,5
4031,383,18
4032,453,13
4033,437,15
4034,377,20
4035,489,11
4036,441,8
4037,25,5
4038,291,14
4039,93,15
4040,485,8
4041,23,24
4042,334,11
4043,465,8
4044,190,15
4045,344,6
4046,425,12
4047,209,11
4048,376,30
4049,73,13
4050,123,1
4051,95,18
4052,215,9
4053,116,10
4054,325,13
4055,414,5
4056,111,11
4057,286,15
4058,500,15
4059,360,16
4060,75,16
4061,338,8
4062,243,16
4063,28,14
4064,275,11
4065,120,1
4066,16,11
4067,215,13
4068,145,4
4069,308,14
4070,309,10
4071,130,18
4072,332,20
4073,142,10
4074,94,12
4075,22,8
4076,487,13
4077,19,12
4078,231,11
4079,362,27
4080,93,12
4081,354,14
4082,458,8
4083,308,9
4084,470,13
4085,283,19
4086,221,8
4087,80,11
4088,68,10
4089,221,21
4090,441,15
4091,144,4
4092,58,12
4093,183,19
4094,172,11
4095,333,19
4096,303,7
4097,189,6
4098,48,8
4099,448,20
4100,498,6
4101,357,14
4102,77,6
4103,329,15
4104,500,12
4105,172,6
4106,351,9
4107,486,13
4108,192,11
4109,82,30
4110,347,22
4111,285,11
4112,437,22
4113,305,14
4114,93,16
4115,406,9
4116,87,9
4117,314,22
4118,487,13
4119,155,4
4120,35,8
4121,428,6
4122,300,23
4123,93,7
4124,111,18
4125,472,6
4126,427,11
4127,414,7
4128,160,13
4129,476,10
4130,362,10
4131,157,6
4132,332,23
4133,440,17
4134,487,15
4135,332,8
