customerid,orderid,prod_id
4535,9465,8498
4535,9465,9870
4535,9465,8888
4535,9465,8360
4535,9465,5896
4535,9465,4314
5454,9466,4241
5454,9466,1069
5454,9466,3491
5454,9466,3954
1336,9467,2935
1336,9467,566
1336,9467,9547
1336,9467,8298
1336,9467,9223
10238,9468,9946
10238,9468,240
10238,9468,5295
10238,9468,3374
10238,9468,1400
10238,9468,6333
10238,9468,5991
7877,9469,2032
7877,9469,388
7877,9469,9025
7877,9469,14
7877,9469,5343
7877,9469,3366
7877,9469,725
7877,9469,7465
7877,9469,4651
16048,9470,4888
16048,9470,2197
16048,9470,8972
16048,9470,4816
16048,9470,7174
16048,9470,5585
16048,9470,8427
16880,9471,1652
16880,9471,7756
10440,9472,7978
10440,9472,2208
10440,9472,5628
10440,9472,2553
3049,9473,8520
3049,9473,9637
3049,9473,777
14046,9474,8613
14046,9474,7791
14647,9475,1507
14647,9475,2656
14647,9475,6664
14647,9475,809
17562,9476,1569
17562,9476,5363
12278,9477,3162
12278,9477,3646
2873,9478,8760
2873,9478,8329
2873,9478,9293
2873,9478,3980
2873,9478,9266
10745,9479,7521
10745,9479,5176
10745,9479,6343
10745,9479,9023
10745,9479,618
10745,9479,1382
10614,9480,9764
10614,9480,1827
2239,9481,7077
2239,9481,3493
2239,9481,3713
2239,9481,8165
2239,9481,2200
2239,9481,4117
2239,9481,1881
2239,9481,4153
11067,9482,841
11067,9482,1379
11067,9482,6921
11067,9482,8696
11067,9482,4325
11067,9482,351
11067,9482,6112
11067,9482,3651
11067,9482,905
6208,9483,1646
6208,9483,8312
6208,9483,9535
6208,9483,1331
6208,9483,2915
8587,9484,7499
8587,9484,7324
8587,9484,9241
8587,9484,3225
8587,9484,1517
8587,9484,5177
12467,9485,1407
12467,9485,884
12467,9485,2968
12467,9485,3354
12536,9486,561
12536,9486,1151
12536,9486,715
12536,9486,9883
12536,9486,6148
15328,9487,85
11219,9488,2780
11219,9488,7843
11219,9488,3823
11219,9488,45
11219,9488,7463
11219,9488,6009
11219,9488,5758
11219,9488,6083
11932,9489,9074
11932,9489,9444
19057,9490,5138
19057,9490,7058
19057,9490,3655
19057,9490,3663
19057,9490,6095
19057,9490,8014
19057,9490,221
19057,9490,1581
19057,9490,1181
13625,9491,8593
13625,9491,610
13625,9491,1758
13625,9491,7565
13625,9491,1761
13625,9491,9738
13625,9491,619
13625,9491,3718
19623,9492,3369
19623,9492,2904
19623,9492,4186
19623,9492,2612
19623,9492,896
19623,9492,5511
19623,9492,8942
19623,9492,7524
10176,9493,7790
16816,9494,2689
16816,9494,3054
16816,9494,3066
11939,9495,53
11939,9495,9707
11939,9495,222
18326,9496,9862
18326,9496,3048
18326,9496,992
18326,9496,9971
18326,9496,9245
18326,9496,3759
18326,9496,7470
18326,9496,2611
2992,9497,4568
2992,9497,8587
2992,9497,7506
2992,9497,9491
2992,9497,7971
15664,9498,7879
15664,9498,9785
15664,9498,2619
15664,9498,1135
15664,9498,963
15664,9498,3190
15664,9498,9140
15664,9498,5069
15664,9498,1030
19233,9499,8425
19233,9499,7649
19233,9499,4227
19233,9499,4227
19233,9499,2498
19233,9499,7439
19233,9499,9954
19233,9499,1311
19233,9499,6435
19249,9500,6049
19249,9500,4475
19249,9500,549
19249,9500,6695
19249,9500,6384
19249,9500,7857
19249,9500,1514
19249,9500,7581
157,9501,2360
157,9501,4916
157,9501,8887
157,9501,5944
157,9501,975
14047,9502,4102
14047,9502,8560
9887,9503,8975
9887,9503,7650
9887,9503,3170
9887,9503,6634
9887,9503,9928
9887,9503,8814
15401,9504,6279
15401,9504,399
15401,9504,4191
15401,9504,5570
15401,9504,6354
15401,9504,9090
15401,9504,9073
15401,9504,9631
14559,9505,2349
14559,9505,6620
14559,9505,231
14559,9505,7119
14559,9505,3134
14559,9505,1504
3804,9506,5004
3804,9506,2963
3804,9506,2797
3804,9506,5421
3804,9506,7057
18981,9507,5095
18981,9507,5756
18981,9507,6955
18981,9507,7147
18981,9507,8881
770,9508,2287
770,9508,2534
770,9508,1457
770,9508,8647
770,9508,7548
770,9508,6122
770,9508,9118
770,9508,4094
18376,9509,902
18376,9509,2298
18376,9509,7153
18376,9509,8327
18376,9509,1564
18376,9509,2401
9868,9510,430
9868,9510,6516
9868,9510,3853
5941,9511,4418
5941,9511,5863
5941,9511,5543
5941,9511,3624
5941,9511,4811
5941,9511,9020
5941,9511,5313
15427,9512,2647
15427,9512,4225
1481,9513,3378
1481,9513,2180
1481,9513,308
1481,9513,1284
1481,9513,7141
1481,9513,2934
1481,9513,4668
1481,9513,1540
1481,9513,882
4073,9514,3999
4073,9514,4272
4073,9514,289
4073,9514,8964
4073,9514,8838
4073,9514,4976
4073,9514,4394
4073,9514,7614
9508,9515,5518
9508,9515,2131
9508,9515,858
9508,9515,3909
16948,9516,5686
16948,9516,7269
16948,9516,7725
16948,9516,7316
16948,9516,8573
16948,9516,7579
16948,9516,7575
16948,9516,8643
16948,9516,9947
10928,9517,2521
10928,9517,8559
10928,9517,4301
10928,9517,4903
10928,9517,2653
19844,9518,6154
19844,9518,511
19844,9518,6170
19844,9518,7693
12671,9519,7482
12671,9519,8691
12671,9519,1736
588,9520,3901
588,9520,7402
588,9520,3131
588,9520,6475
588,9520,7574
588,9520,3571
588,9520,7355
588,9520,6172
588,9520,3484
12513,9521,2446
12513,9521,4663
12513,9521,2582
12513,9521,4474
12513,9521,8912
12513,9521,2765
12513,9521,4928
12513,9521,9938
15021,9522,5594
15021,9522,8897
15021,9522,6430
15021,9522,1219
15021,9522,8637
15021,9522,6674
15021,9522,5270
15021,9522,5262
15021,9522,973
19768,9523,6197
12268,9524,3644
12268,9524,1476
12268,9524,9852
12564,9525,4093
12564,9525,6120
2779,9526,9241
2779,9526,7469
2779,9526,2960
2779,9526,8152
2779,9526,8616
2779,9526,5290
2779,9526,7203
17357,9527,9051
17357,9527,7656
3497,9528,2515
3497,9528,8905
3497,9528,3395
3497,9528,7694
3497,9528,5459
3497,9528,6442
3497,9528,9809
10196,9529,4032
10196,9529,4375
10196,9529,1008
10196,9529,1376
10196,9529,5229
10196,9529,413
5855,9530,7545
5855,9530,7335
5855,9530,8340
5855,9530,5891
5855,9530,6404
5855,9530,9838
5855,9530,797
5855,9530,595
5855,9530,7582
17180,9531,7254
17180,9531,1176
17180,9531,2044
17180,9531,594
17180,9531,651
17180,9531,3604
17180,9531,3376
17180,9531,779
14364,9532,2080
14364,9532,4510
14364,9532,589
14364,9532,7644
14364,9532,682
14364,9532,6023
14397,9533,8660
14397,9533,7833
2871,9534,3379
2871,9534,6974
2871,9534,5255
2871,9534,6664
2871,9534,7699
2871,9534,9
2871,9534,3265
7893,9535,1882
7893,9535,9126
15571,9536,7095
15571,9536,4327
15571,9536,5718
5382,9537,4630
5382,9537,5052
5382,9537,5644
5382,9537,616
5382,9537,2714
5382,9537,2855
5382,9537,8448
15147,9538,5359
15147,9538,7708
15147,9538,3907
15147,9538,6843
15147,9538,9739
15091,9539,2016
15091,9539,9272
15091,9539,7135
15091,9539,6568
15091,9539,6407
15091,9539,6253
15091,9539,4160
12758,9540,2276
12758,9540,238
12758,9540,568
12758,9540,5806
12758,9540,6386
12758,9540,7852
12758,9540,5064
12758,9540,5482
5233,9541,2465
5233,9541,3517
5233,9541,5483
5233,9541,4727
11107,9542,4088
11107,9542,2512
11107,9542,3013
11107,9542,4962
11107,9542,6438
11107,9542,2806
16575,9543,904
6736,9544,2085
6736,9544,5496
6736,9544,4079
6736,9544,2365
6736,9544,5880
6736,9544,5705
6736,9544,1108
6736,9544,6710
6293,9545,4648
969,9546,543
2459,9547,7399
2459,9547,2375
2459,9547,8938
2459,9547,1250
2459,9547,1191
2459,9547,3210
19837,9548,3065
19837,9548,4709
19837,9548,8813
19837,9548,8197
17478,9549,9968
17478,9549,3070
17478,9549,9937
17478,9549,8844
17478,9549,183
17478,9549,3692
17478,9549,7049
5440,9550,6508
5440,9550,9288
16200,9551,8684
16200,9551,4530
16200,9551,6667
16200,9551,5890
16200,9551,1865
16200,9551,5181
10727,9552,6737
10727,9552,5292
10727,9552,570
10727,9552,2447
10727,9552,1993
10727,9552,8293
10727,9552,9835
10727,9552,5378
19816,9553,4405
19816,9553,8988
19816,9553,5573
19816,9553,6978
19816,9553,9532
19816,9553,8663
19816,9553,5629
19816,9553,6677
19816,9553,6064
16111,9554,7643
16111,9554,4991
15151,9555,6827
15151,9555,2815
15151,9555,3602
1158,9556,8358
1158,9556,5782
1158,9556,1276
1158,9556,184
1158,9556,1583
1158,9556,5394
1158,9556,5024
1158,9556,3133
1158,9556,6057
17968,9557,6317
17968,9557,230
17968,9557,6610
17968,9557,498
17710,9558,2841
17710,9558,7965
17710,9558,1203
17710,9558,6481
17710,9558,1988
10239,9559,7462
10239,9559,4672
10239,9559,3525
10239,9559,1095
10239,9559,907
10239,9559,3965
7377,9560,9194
7377,9560,9427
7377,9560,6124
7377,9560,6706
7377,9560,7227
7377,9560,4109
11256,9561,4737
11256,9561,4144
10477,9562,2943
10477,9562,518
10477,9562,9668
10477,9562,1477
10477,9562,3877
10477,9562,6020
10477,9562,1534
10477,9562,2604
10477,9562,1417
10457,9563,6502
10457,9563,5383
10457,9563,5339
10457,9563,5884
10457,9563,2703
10457,9563,3332
10457,9563,4741
10457,9563,3997
15746,9564,7873
15746,9564,604
15746,9564,7414
15746,9564,7189
15746,9564,7250
15746,9564,1196
15746,9564,6606
15746,9564,4397
560,9565,9106
560,9565,6089
560,9565,5627
14974,9566,5367
14974,9566,5837
14974,9566,6307
14974,9566,7991
14974,9566,6282
14974,9566,3024
14974,9566,8991
6774,9567,3667
6774,9567,7091
6774,9567,3497
6774,9567,6617
13358,9568,3862
13358,9568,7055
6723,9569,6857
6723,9569,1178
6723,9569,6706
6723,9569,9510
6723,9569,3555
6723,9569,4982
4143,9570,5251
4143,9570,4572
4143,9570,3289
4143,9570,9739
4143,9570,3159
2210,9571,7043
2210,9571,9025
2210,9571,6891
2210,9571,8387
2210,9571,6491
2210,9571,7483
2210,9571,9163
2210,9571,3543
2210,9571,4883
18908,9572,636
18908,9572,6202
18908,9572,3839
18908,9572,4900
18908,9572,2845
18908,9572,1003
18908,9572,161
18908,9572,7600
18908,9572,4294
3553,9573,1211
3553,9573,8806
3553,9573,7898
3553,9573,5547
3553,9573,3622
3553,9573,2253
3553,9573,9977
3553,9573,2873
3553,9573,84
2174,9574,8981
2174,9574,5525
2174,9574,9276
2174,9574,5051
2174,9574,5664
2174,9574,3942
2174,9574,2353
15798,9575,4082
15798,9575,2483
15798,9575,5388
10942,9576,6558
10942,9576,2727
10942,9576,3844
10942,9576,8812
10942,9576,4264
10942,9576,7956
3794,9577,3736
3794,9577,374
3794,9577,6094
17151,9578,3931
17151,9578,934
17151,9578,3195
17151,9578,3660
17151,9578,3029
3679,9579,5701
3679,9579,8363
3679,9579,473
3679,9579,8297
3679,9579,6192
3679,9579,4988
3679,9579,3124
3679,9579,860
9580,9580,9792
9580,9580,8951
3959,9581,3819
3959,9581,801
3959,9581,150
1246,9582,4832
1246,9582,2307
1246,9582,397
1246,9582,4883
10817,9583,6869
10817,9583,8416
10817,9583,9288
10817,9583,7799
10817,9583,8975
10817,9583,1815
3929,9584,2588
3929,9584,114
3929,9584,8971
3929,9584,7237
3929,9584,7850
3929,9584,624
13338,9585,2507
13338,9585,215
13338,9585,6081
13338,9585,2035
7698,9586,5813
16800,9587,5818
16800,9587,9777
16800,9587,2967
16800,9587,5174
16800,9587,2539
16800,9587,259
16800,9587,7096
14620,9588,5323
14620,9588,4201
14620,9588,443
14620,9588,5717
14620,9588,2802
14620,9588,4656
14620,9588,316
14620,9588,1030
14620,9588,3528
17403,9589,1402
16994,9590,5807
16994,9590,6059
16994,9590,1764
16994,9590,6081
16994,9590,9291
16994,9590,8461
16994,9590,4757
10144,9591,5163
5760,9592,3135
5760,9592,9980
1182,9593,5761
1182,9593,2652
17464,9594,529
17464,9594,1595
17464,9594,1306
17464,9594,357
17464,9594,1668
17464,9594,2012
17464,9594,8400
17464,9594,8350
17464,9594,5049
1529,9595,2287
1529,9595,2367
1529,9595,2204
3866,9596,123
3866,9596,9485
3866,9596,4795
3866,9596,6323
16668,9597,6163
16668,9597,5294
16668,9597,9357
16668,9597,1976
8525,9598,9201
8525,9598,1170
8525,9598,7094
8525,9598,7070
8525,9598,6931
8525,9598,8645
8525,9598,6395
8525,9598,8187
1729,9599,1892
1729,9599,675
1729,9599,4619
1729,9599,9525
1729,9599,6913
1729,9599,9432
1729,9599,7643
1729,9599,8984
1729,9599,3855
1570,9600,2510
1393,9601,1561
1393,9601,8329
1393,9601,7078
1393,9601,4700
1393,9601,1653
1393,9601,2538
1393,9601,6707
1393,9601,4678
7323,9602,9714
7323,9602,7210
7323,9602,1637
7323,9602,1320
7323,9602,416
7323,9602,6065
8787,9603,3396
8787,9603,7117
8787,9603,4352
8787,9603,3615
8787,9603,1624
8389,9604,620
8389,9604,5532
8389,9604,3987
8389,9604,7549
8389,9604,4369
866,9605,4827
866,9605,1146
866,9605,5496
866,9605,3271
866,9605,7917
866,9605,907
12627,9606,807
12627,9606,8797
12627,9606,2183
12627,9606,3507
12627,9606,8089
12627,9606,7695
12627,9606,8308
6267,9607,1356
6267,9607,602
6267,9607,8347
18506,9608,5567
18506,9608,3818
18506,9608,6146
18506,9608,2712
18506,9608,5398
18506,9608,8059
18506,9608,4093
4800,9609,5534
13778,9610,1515
13778,9610,1607
13778,9610,2490
16111,9611,4428
16111,9611,6147
16111,9611,5930
16111,9611,3357
14898,9612,9849
14898,9612,4133
14898,9612,9520
14898,9612,2271
7571,9613,6812
7571,9613,980
4871,9614,38
4871,9614,9757
4871,9614,7747
5552,9615,6761
5552,9615,2826
5552,9615,5793
5552,9615,7514
5552,9615,6755
5552,9615,1849
5552,9615,8538
5552,9615,4535
5552,9615,5186
10486,9616,1447
10486,9616,7957
15823,9617,7608
15823,9617,9187
15823,9617,9623
15823,9617,2779
15823,9617,3043
15823,9617,4359
15823,9617,3933
15823,9617,3551
17473,9618,3979
17473,9618,6355
17473,9618,1631
17473,9618,4619
13175,9619,5317
13175,9619,264
13175,9619,2783
13175,9619,2076
13175,9619,2575
13175,9619,716
13175,9619,9331
13175,9619,4973
13175,9619,3003
13964,9620,2407
13964,9620,6775
13964,9620,4170
5575,9621,592
5575,9621,3869
5575,9621,2133
5575,9621,9200
5575,9621,2378
5575,9621,1214
5575,9621,4182
5575,9621,3452
5575,9621,2350
10091,9622,9372
10091,9622,3599
10091,9622,7796
10091,9622,6329
10091,9622,6140
10091,9622,5714
15692,9623,2553
15692,9623,9408
15692,9623,39
15692,9623,9953
15692,9623,775
15692,9623,3052
15692,9623,7348
15692,9623,1515
15692,9623,3875
3341,9624,8294
3341,9624,3508
3341,9624,8472
3341,9624,1853
3341,9624,3294
3341,9624,2755
5586,9625,6284
5586,9625,427
5586,9625,2007
5586,9625,4411
5586,9625,4494
5586,9625,8634
5586,9625,9957
5586,9625,1343
9701,9626,8652
9701,9626,2317
9701,9626,8513
9701,9626,4648
9701,9626,7864
9701,9626,4809
9701,9626,8005
9701,9626,3483
15787,9627,6180
15787,9627,2258
15787,9627,3124
15787,9627,4385
15787,9627,8451
15787,9627,438
15787,9627,749
18523,9628,5946
18523,9628,4634
18523,9628,9836
18523,9628,5990
17999,9629,6504
17999,9629,8349
17999,9629,3527
17999,9629,2361
17999,9629,4017
17999,9629,4552
10599,9630,4561
10599,9630,656
10599,9630,721
10599,9630,1261
10599,9630,7926
10599,9630,3875
10599,9630,6249
5505,9631,1513
5505,9631,6577
5505,9631,3914
5505,9631,4686
5505,9631,5048
4510,9632,7287
4510,9632,8831
4510,9632,5503
4510,9632,8563
4510,9632,7341
4510,9632,4003
4510,9632,7523
4510,9632,6342
15709,9633,1729
15709,9633,3035
15709,9633,8382
4291,9634,471
4291,9634,8785
4291,9634,5630
4291,9634,9393
4291,9634,7715
4291,9634,6629
4291,9634,323
4291,9634,2477
16681,9635,782
7631,9636,1897
7631,9636,597
7631,9636,242
7631,9636,9855
7631,9636,368
7631,9636,3314
7631,9636,9677
7631,9636,6493
13630,9637,3479
13630,9637,3562
13630,9637,4762
13630,9637,4243
13630,9637,8159
110,9638,2288
110,9638,4945
110,9638,7842
110,9638,7627
14605,9639,3608
14605,9639,8380
3715,9640,9854
3715,9640,8054
3715,9640,8266
3715,9640,997
19140,9641,8385
19140,9641,696
19140,9641,5684
19140,9641,7380
19140,9641,5624
19140,9641,2320
19140,9641,4489
19140,9641,3296
3936,9642,5402
3936,9642,6505
3936,9642,2613
17758,9643,7432
16255,9644,6449
16255,9644,7451
16255,9644,8623
16255,9644,1304
16255,9644,470
16255,9644,7748
16255,9644,6567
3937,9645,5637
3937,9645,9442
13026,9646,1968
13026,9646,9547
11991,9647,8068
11991,9647,6421
11991,9647,4442
11991,9647,3971
11991,9647,9917
11991,9647,8285
1562,9648,5890
1562,9648,8993
1562,9648,3246
1562,9648,1297
1562,9648,2990
1562,9648,8863
1562,9648,6838
1562,9648,8841
10523,9649,2152
10523,9649,9534
10523,9649,8785
10523,9649,7420
10523,9649,8600
10523,9649,9431
10523,9649,1445
9381,9650,9904
9381,9650,6505
9381,9650,4089
9381,9650,338
9381,9650,8249
9381,9650,8190
683,9651,2410
19658,9652,4541
19658,9652,1024
19658,9652,8701
19658,9652,676
19658,9652,1052
19658,9652,9508
7192,9653,6525
7192,9653,2924
7192,9653,1672
7192,9653,5056
7192,9653,3626
7192,9653,2001
7192,9653,7293
7192,9653,8097
7192,9653,3124
3648,9654,9433
3648,9654,9073
3648,9654,3117
3648,9654,2536
3648,9654,8102
3648,9654,3161
3648,9654,3774
3648,9654,4533
16316,9655,9719
16316,9655,2124
16316,9655,5420
16316,9655,6936
16316,9655,7070
16316,9655,1731
16316,9655,7007
16316,9655,5443
16316,9655,9222
14647,9656,8348
14647,9656,2131
14647,9656,9641
14647,9656,1038
14647,9656,8684
14647,9656,9520
14647,9656,8573
11016,9657,6954
11016,9657,9625
11016,9657,711
19865,9658,7256
19865,9658,5519
19865,9658,895
19865,9658,8484
19865,9658,7056
19865,9658,6469
19865,9658,278
19865,9658,6546
5196,9659,5721
5196,9659,9012
5196,9659,5271
5196,9659,413
5196,9659,9655
5196,9659,7575
5196,9659,3540
5196,9659,2514
5196,9659,743
15598,9660,3538
15598,9660,7426
16706,9661,7457
16706,9661,5314
16706,9661,3746
16706,9661,6191
11690,9662,2755
11690,9662,607
11690,9662,5588
11690,9662,6266
11690,9662,9149
11690,9662,1993
11690,9662,7578
14446,9663,1226
14446,9663,3851
14446,9663,1696
14446,9663,7123
14446,9663,1755
18739,9664,524
18739,9664,1754
18739,9664,6531
18739,9664,6667
18739,9664,4802
18739,9664,8365
2269,9665,6584
2269,9665,1073
2269,9665,7366
2269,9665,8032
2269,9665,653
2269,9665,1550
12248,9666,1305
12248,9666,5790
12248,9666,642
12248,9666,3513
12248,9666,1115
12248,9666,7823
12248,9666,3013
12248,9666,5037
12248,9666,8253
11238,9667,108
11238,9667,7848
11238,9667,3913
11238,9667,7781
11238,9667,6681
11238,9667,7405
11238,9667,6920
11238,9667,4927
12084,9668,5233
12084,9668,8738
13980,9669,2609
13980,9669,3011
13980,9669,4784
13980,9669,4374
13980,9669,7860
9082,9670,7012
3877,9671,7980
3877,9671,3729
3877,9671,6222
2280,9672,6089
2280,9672,5112
2280,9672,4781
2280,9672,9956
2280,9672,8591
2280,9672,1308
2280,9672,2357
2280,9672,2951
2280,9672,704
18587,9673,194
18587,9673,2498
18587,9673,490
18587,9673,7555
18587,9673,5837
18587,9673,2010
18587,9673,2742
18587,9673,844
18587,9673,5944
14502,9674,9797
14502,9674,2238
14502,9674,6331
1250,9675,8649
1250,9675,6402
1250,9675,1305
1250,9675,9083
1250,9675,7599
1250,9675,8089
1250,9675,7883
1250,9675,3038
1250,9675,8367
19737,9676,4321
1302,9677,1276
1302,9677,1155
15112,9678,1513
15112,9678,8801
13780,9679,5822
13780,9679,944
13780,9679,6038
13780,9679,4057
13780,9679,2895
13780,9679,1114
13780,9679,9028
606,9680,227
606,9680,4147
606,9680,358
606,9680,7430
606,9680,4769
606,9680,6048
3738,9681,6057
3738,9681,6747
3738,9681,5203
3738,9681,8490
3738,9681,3909
18689,9682,5935
18689,9682,6669
18689,9682,7333
18689,9682,5739
18689,9682,6184
18689,9682,1428
18689,9682,4727
18689,9682,4100
313,9683,269
313,9683,6323
313,9683,5697
313,9683,6276
313,9683,9576
313,9683,3297
313,9683,2141
18948,9684,4237
18948,9684,1836
13125,9685,7997
13125,9685,9660
13125,9685,7494
13125,9685,1558
13125,9685,8687
13125,9685,4048
13125,9685,2581
13125,9685,9058
13125,9685,9133
9446,9686,6052
9446,9686,6005
9446,9686,573
2893,9687,2257
2893,9687,4623
2893,9687,500
18374,9688,4149
18374,9688,1236
18374,9688,1893
18374,9688,4405
18374,9688,5092
18374,9688,566
18374,9688,9985
1114,9689,2003
1114,9689,5925
1114,9689,9462
1114,9689,4009
15150,9690,5188
12848,9691,6793
12848,9691,5805
12848,9691,5985
12848,9691,3027
12848,9691,2941
12848,9691,6526
12848,9691,5534
12848,9691,9810
18544,9692,9234
18544,9692,4371
18544,9692,8893
18544,9692,1679
18544,9692,5983
18544,9692,3141
18544,9692,9091
10149,9693,1044
10149,9693,9740
10149,9693,9175
10149,9693,6097
10149,9693,6732
10149,9693,8257
10149,9693,5681
103,9694,9610
103,9694,1431
103,9694,5733
103,9694,8367
103,9694,3516
103,9694,9898
1881,9695,8509
9210,9696,3489
9210,9696,1191
9210,9696,990
13723,9697,4412
13723,9697,4421
13723,9697,1020
13723,9697,4968
13723,9697,5812
13723,9697,3366
13723,9697,5805
13723,9697,6970
5384,9698,5147
5384,9698,5454
12887,9699,3305
15432,9700,7861
15432,9700,6831
15432,9700,2017
15432,9700,7692
6992,9701,7809
6992,9701,8825
6992,9701,4497
6992,9701,9132
6992,9701,308
6992,9701,6394
19395,9702,7414
19395,9702,5167
3995,9703,4640
3995,9703,6659
4982,9704,5034
4982,9704,3824
4982,9704,2731
4982,9704,9480
4982,9704,3662
4982,9704,8341
4982,9704,5571
5968,9705,8258
5968,9705,3448
16176,9706,1891
16176,9706,5117
16176,9706,8538
4722,9707,5317
4722,9707,6356
4722,9707,5033
1206,9708,3587
3688,9709,8202
3688,9709,3410
3688,9709,7070
3688,9709,1793
3688,9709,7127
15428,9710,1032
15428,9710,1177
12419,9711,6812
12419,9711,1548
6842,9712,8743
6842,9712,7137
6842,9712,797
5178,9713,2919
5178,9713,2293
5178,9713,745
5178,9713,3615
5178,9713,712
5589,9714,3229
5589,9714,5341
5589,9714,6691
5589,9714,141
5589,9714,8026
17644,9715,1411
17644,9715,9615
17644,9715,6603
17644,9715,9938
17644,9715,5231
11884,9716,8737
11884,9716,2341
11884,9716,9143
11884,9716,9412
11884,9716,5263
11884,9716,1267
11884,9716,6829
16623,9717,6186
16623,9717,7850
16623,9717,5409
16623,9717,136
18808,9718,6803
18808,9718,1364
18808,9718,7283
18808,9718,6823
18808,9718,6340
15212,9719,6457
15212,9719,1386
15212,9719,1006
17710,9720,6642
17710,9720,9894
17710,9720,9899
17710,9720,3471
17710,9720,1793
17710,9720,5844
17710,9720,5340
17710,9720,5769
17710,9720,4752
252,9721,7611
252,9721,6086
252,9721,4047
252,9721,7470
252,9721,9185
252,9721,4902
9601,9722,1501
9601,9722,397
9601,9722,6419
9601,9722,11
9601,9722,7416
9601,9722,4202
18581,9723,5766
18581,9723,1114
18581,9723,8458
15284,9724,6719
15284,9724,3920
15284,9724,350
15284,9724,9615
15284,9724,2764
15284,9724,6482
15284,9724,8220
15284,9724,7536
15284,9724,597
6077,9725,1566
6077,9725,7289
6077,9725,4618
6077,9725,7665
6077,9725,626
6077,9725,2099
6077,9725,6654
12537,9726,2301
12537,9726,5503
12537,9726,3571
8335,9727,7206
8335,9727,2129
8335,9727,6419
8335,9727,8795
8335,9727,924
3099,9728,6095
12118,9729,8788
12118,9729,5763
12118,9729,6585
12118,9729,7330
12118,9729,3500
12118,9729,4178
12612,9730,5723
12612,9730,630
12612,9730,4729
12612,9730,8196
12612,9730,9425
12612,9730,3067
12612,9730,349
12612,9730,8407
12612,9730,2895
18959,9731,9005
6363,9732,9488
6363,9732,6317
6363,9732,5454
6363,9732,1857
6363,9732,5924
6363,9732,5754
6363,9732,4343
9383,9733,3828
9383,9733,243
9383,9733,8025
9383,9733,8011
9383,9733,747
9383,9733,210
19394,9734,4907
19394,9734,1543
19394,9734,1274
19394,9734,6816
19394,9734,2813
959,9735,6553
959,9735,43
16134,9736,5096
16134,9736,6500
16134,9736,9741
16134,9736,5003
16134,9736,9377
1837,9737,8384
1837,9737,4769
1837,9737,4647
1837,9737,1676
1837,9737,2113
1837,9737,173
1837,9737,5024
11127,9738,6850
11127,9738,623
11127,9738,3326
11127,9738,1968
11127,9738,5534
4413,9739,5695
4413,9739,3201
9753,9740,3105
9753,9740,5829
9753,9740,8114
9753,9740,3692
1083,9741,7132
1083,9741,7617
6301,9742,5357
6301,9742,359
6301,9742,4658
6301,9742,1392
6301,9742,8436
6301,9742,9893
6301,9742,3237
6301,9742,9668
6719,9743,3901
6719,9743,5132
6719,9743,2247
13959,9744,5333
13959,9744,1377
13959,9744,2305
13959,9744,9250
13959,9744,2254
13959,9744,5924
13959,9744,9225
17786,9745,2253
17786,9745,2779
17786,9745,2235
17786,9745,7186
17786,9745,659
17786,9745,1460
17786,9745,4982
17786,9745,7811
17786,9745,2484
3468,9746,9419
3468,9746,6791
3468,9746,8894
3468,9746,7537
3468,9746,4296
14149,9747,4985
14149,9747,8140
14149,9747,444
14149,9747,2200
19,9748,124
19,9748,610
19,9748,8820
19,9748,3668
19,9748,8673
19,9748,268
19,9748,1966
19,9748,5998
3880,9749,5067
3880,9749,2266
3880,9749,4786
3880,9749,935
3880,9749,4474
3880,9749,54
1326,9750,692
1326,9750,1322
1326,9750,4762
1326,9750,5573
1326,9750,6153
1326,9750,116
14327,9751,2350
14327,9751,4087
14327,9751,1143
14327,9751,8313
14327,9751,7738
14327,9751,214
14327,9751,9029
14327,9751,339
3320,9752,3249
3320,9752,2433
3320,9752,6226
3320,9752,7191
3320,9752,9711
3320,9752,8311
4795,9753,7419
4795,9753,5039
4795,9753,5874
4795,9753,9784
4795,9753,3998
4795,9753,4622
4795,9753,1782
4795,9753,648
4795,9753,8361
9172,9754,4321
9172,9754,3224
3009,9755,928
3009,9755,4102
3009,9755,7602
3009,9755,1219
3009,9755,4877
3009,9755,7507
18578,9756,4319
17499,9757,371
17499,9757,4851
17499,9757,3102
17499,9757,5099
17499,9757,8843
17499,9757,578
17499,9757,1992
17499,9757,2918
17499,9757,5565
6142,9758,2360
6142,9758,9389
6142,9758,2060
6142,9758,5428
6142,9758,2786
6142,9758,8680
6142,9758,9393
6142,9758,9886
17455,9759,1672
9178,9760,2383
9178,9760,7303
9178,9760,2728
9178,9760,171
4459,9761,439
4459,9761,7567
13919,9762,1451
13919,9762,4425
13919,9762,1299
13919,9762,4476
13919,9762,685
13919,9762,4198
3001,9763,1163
3001,9763,9183
3001,9763,5143
3001,9763,9271
3001,9763,2750
3001,9763,4698
3001,9763,3797
10493,9764,7214
10493,9764,4780
10493,9764,7671
10493,9764,1884
10493,9764,8532
10493,9764,3368
10493,9764,3289
10493,9764,4187
18658,9765,4910
18658,9765,8141
3874,9766,7183
3874,9766,1297
3874,9766,9315
13970,9767,8853
13970,9767,4191
13970,9767,1347
13970,9767,6751
13970,9767,9951
13970,9767,4862
13970,9767,87
13970,9767,6788
10285,9768,7756
10285,9768,6193
10285,9768,1744
10285,9768,5130
10285,9768,2492
2688,9769,3564
2688,9769,7468
